CMGUnmaskedID,CMGUnmaskedName,ClientTier,GCPStream,GCPBusiness,CMGGlobalBU,CMGSegmentName,GlobalControlPoint,GCPGeography,GlobalRelationshipManagerName,REVENUE_FY14,REVENUE_FY15, Deposits_EOP_FY14, Deposits_EOP_FY15x, TotalLimits_EOP_FY14, TotalLimits_EOP_FY15, TotalLimits_EOP_FY15x, RWAFY15, RWAFY14,REV/RWA FY14,REV/RWA FY15, NPAT_AllocEq_FY14, NPAT_AllocEq_FY15X,Company_Avg_Activity_FY14,Company_Avg_Activity_FY15,ROE_FY14,ROE_FY15
"M000000000000010,FLEET PARTNERS GROUP,Franchise,GLOBAL BANKING,GLOBAL BANKING,FINANCIAL INSTITUTIONS GROUP,DIVERSIFIED FINANCIALS,AUSTRALIA,AUSTRALIA,JOHN MCLEAN,""3,517,270"",""4,500,759"",""7,553,801"",""652,187"",""410,124,880"",""461,807,017"",""461,807,017"",""19,901,357"",""17,796,037"",19.76%,22.62%,""1,407,055"",""1,886,668"",""3,463,473"",""2,610,425"",53.90%,54.47%"
"M000000000000546,ACTEW CORPORATION GROUP,Franchise,INTERNATIONAL BANKING,LARGE CORPORATE,UTILITIES & INFRASTRUCTURE,UTILITIES & INFRASTRUCTURE,AUSTRALIA,AUSTRALIA,NINA FOTHERINGHAM,44,""2,997"", -   , -   , -   , -   , -   , -   ,722,6.05%,0,""-62,794"",""-78,468"",""1,643"",""1,208"",-5196.94%,-4776.07%"
"M000000000001039,AG DENNIS GROUP,Franchise,INTERNATIONAL BANKING,LARGE CORPORATE,INSTITUTIONAL PROPERTY,INSTITUTIONAL PROPERTY,AUSTRALIA,AUSTRALIA,GARY HARRIS,""77,136"",""106,529"",""3,578,194"",""4,375,871"",""3,494,000"",""7,083,000"",""7,083,000"",""314,598"",""281,220"",27.43%,33.86%,""-450,068"",""-429,346"",""53,293"",""50,202"",-896.52%,-805.64%"
"M000000000001271,AIRSERVICES AUSTRALIA GROUP,Franchise,INTERNATIONAL BANKING,LARGE CORPORATE,UTILITIES & INFRASTRUCTURE,UTILITIES & INFRASTRUCTURE,AUSTRALIA,AUSTRALIA,BRENTON GREGG,""798,135"",""584,454"",""27,000,000"",""34,000,000"",""261,000,000"",""261,000,000"",""261,000,000"",""13,975,065"",""13,303,462"",6.00%,4.18%,""413,257"",""337,477"",""1,351,386"",""1,305,531"",31.65%,24.97%"
"M000000000001350,AKD GROUP,Lending Services,INTERNATIONAL BANKING,LARGE CORPORATE,AGRIBUSINESS,AGRIBUSINESS,AUSTRALIA,AUSTRALIA,LENDING SERVICES,""700,332"",""218,859"",""1,098,475"",""1,103,777"",""39,256,460"",""40,000"",""40,000"",""3,920,976"",""14,372,519"",4.87%,5.58%,""150,452"",""-28,956"",""541,446"",""1,652,768"",9.10%,-5.35%"
"M000000000001508,ALCHIN AND LONG GROUP,Franchise,NON INSTITUTIONAL,GLOBAL COMMERCIAL,COMMERCIAL AUSTRALIA,CORPORATE BANKING AUS,AUSTRALIA,AUSTRALIA,FRAN BABIC, -   ,300, -   ,""25,229"", -   , -   , -   , -   , -   ,0,0, -   ,13,289, -   ,,4.56%"
"M000000000002323,MINARA RESOURCES GROUP,Franch(L) w/o credit,INTERNATIONAL BANKING,LARGE CORPORATE,RESOURCES,RESOURCES,AUSTRALIA,AUSTRALIA,GRANT NICHOLAS,""1,354"",532,""33,330"", -   , -   , -   , -   , -   , -   ,0,0,""-15,886"",""-34,082"",""9,120"",""17,364"",-91.49%,-373.70%"
"M000000000002909,ANZ SECURITIES GROUP,ANZ Internal,GLOBAL BANKING,GLOBAL BANKING,FINANCIAL INSTITUTIONS GROUP,BANK,AUSTRALIA,AUSTRALIA,DAVID GOODE,""393,530"",""534,345"",""22,042,685"",""26,535,113"",""39,000,000"",""39,000,000"",""39,000,000"", -   , -   ,0,0,""101,466"",""168,578"",""229,545"",""197,192"",51.46%,73.44%"
"M000000000003277,ARIADNE AUSTRALIA GROUP,Franchise,INTERNATIONAL BANKING,LARGE CORPORATE,INSTITUTIONAL PROPERTY,INSTITUTIONAL PROPERTY,AUSTRALIA,AUSTRALIA,JASON FINLAYSON,""380,481"",""217,208"",""5,971,872"",""13,836,551"",""11,784,542"",""10,669,746"",""10,669,746"",""4,479,648"",""8,368,711"",4.55%,4.85%,""-20,074"",""-85,470"",""598,092"",""1,069,470"",-1.88%,-14.29%"





















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































" CAROL LYNNE,To be sorted,INTERNATIONAL BANKING,EMERGING CORPORATE,COMMERCIAL PACIFIC,COMMERCIAL PACIFIC,FIJI,PACIFIC,Jone Naulumatua,79,56,""2,786"",362, -   , -   , -   , -   , -   ,0,0,37,28,276,90,40.99%,10.02%"










































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































"IMITED,Franch(L) w credit,INTERNATIONAL BANKING,EMERGING CORPORATE,COMMERCIAL PACIFIC,COMMERCIAL PACIFIC,FIJI,PACIFIC,Racule Ketecar,""20,895"",""18,760"",228,""5,284"",""369,594"",""388,863"",""388,863"",""342,148"",""336,109"",6.22%,5.48%,""7,885"",""3,019"",""30,885"",""29,840"",26.42%,9.78%"




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































 MATAQALI NABUKEBUKE,To be sorted,INTERNATIONAL BANKING,EMERGING CORPORATE,COMMERCIAL PACIFIC,COMMERCIAL PACIFIC,FIJI,PACIFIC,Rural Inactive/Unknown,45, -   ,127, -   , -   , -   , -   , -   ,0,11513.18%,0,23, -   , -   ,388,5.80%,




























































































































































































































































































" TOKATOKA QELEQELE,To be sorted,INTERNATIONAL BANKING,EMERGING CORPORATE,COMMERCIAL PACIFIC,COMMERCIAL PACIFIC,FIJI,PACIFIC,Rural Inactive/Unknown,68,91,6,2, -   , -   , -   , -   , -   ,0,0,34,47,""1,066"",746,4.58%,4.42%"









































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































LIMALAU & FANAU ALO,To be sorted,INTERNATIONAL BANKING,EMERGING CORPORATE,COMMERCIAL PACIFIC,COMMERCIAL PACIFIC,SAMOA,PACIFIC,Tanya Falefasa-Heather,1,3,84,88, -   , -   , -   , -   , -   ,0,0,0,1,159,161,0.29%,0.58%
